keyword,package,filename,extension
mkname1,stbtcalc,mkname1.ado,ado
mkomega,ntreatreg,mkomega.ado,ado
mkonfound,konfound,mkonfound.ado,ado
mkprofile,mkprofile,mkprofile.ado,ado
mkproject,mkproject,mkproject.ado,ado
mkspline2,postrcspline,mkspline2.ado,ado
mkstrsn,mkstrsn,mkstrsn.ado,ado
mktab,mktab,mktab.ado,ado
mktable,plssem,mktable.ado,ado
mktable_corr,plssem,mktable_corr.ado,ado
mktable_indirect,plssem,mktable_indirect.ado,ado
mktable_mediate,plssem,mktable_mediate.ado,ado
ml_spike,spike,ml_spike.ado,ado
mlabvpos,egenmore,_gmlabvpos.ado,ado
mlad,mlad,mlad.ado,ado
mlad_ll,mlad,mlad_ll.ado,ado
mlboolean,mlboolean,mlboolean.ado,ado
mlboolfirst,mlboolean,mlboolfirst.ado,ado
mlboollog,mlboolean,mlboollog.ado,ado
mlboolpred,mlboolean,mlboolpred.ado,ado
mlboolprep,mlboolean,mlboolprep.ado,ado
mlboolprob,mlboolean,mlboolprob.ado,ado
mlcoint,mlcoint,mlcoint.ado,ado
mld,egen_inequal,_gmld.ado,ado
mlogitroc,mlogitroc,mlogitroc.ado,ado
mlogpred,mlogpred,mlogpred.ado,ado
mlowess,mlowess,mlowess.ado,ado
mlr2sls,mlr2sls,mlr2sls.ado,ado
mlsurvlf,stpm,mlsurvlf.ado,ado
mlt2stage,mlt,mlt2stage.ado,ado
mltcooksd,mlt,mltcooksd.ado,ado
mltl2scatter,mlt,mltl2scatter.ado,ado
mltrsq,mlt,mltrsq.ado,ado
mltshowm,mlt,mltshowm.ado,ado
mlwtd_exp,wtd_perc,mlwtd_exp.ado,ado
mlwtd_lnorm,wtd_perc,mlwtd_lnorm.ado,ado
mlwtd_wei,wtd_perc,mlwtd_wei.ado,ado
mlwtdttt_exp,wtdttt,mlwtdttt_exp.ado,ado
mlwtdttt_lnorm,wtdttt,mlwtdttt_lnorm.ado,ado
mlwtdttt_wei,wtdttt,mlwtdttt_wei.ado,ado
mm_dripw,drdid,_gmm_dripw.ado,ado
mm_regipw,drdid,_gmm_regipw.ado,ado
mm_repeated,drdid,_gmm_repeated.ado,ado
mmat,mtab,mmat.ado,ado
mmat2tex,mmat2tex,mmat2tex.ado,ado
mmeiv,mmeiv,mmeiv.ado,ado
mmerge,mmerge,mmerge.ado,ado
mmodes,mmodes,mmodes.ado,ado
mmqreg,mmqreg,mmqreg.ado,ado
mmregress,mm_regress,mmregress.ado,ado
mmsel,mmsel,mmsel.ado,ado
mmsrm,mmsrm,mmsrm.ado,ado
mmws,mmws,mmws.ado,ado
mnthlist,listutil,mnthlist.ado,ado
mnthplot,mnthplot,mnthplot.ado,ado
mobs,mtab,mobs.ado,ado
mod11,mod11,mod11.ado,ado
mod11i,mod11,mod11i.ado,ado
models,lowyseattleb,models.ado,ado
modlpr,modlpr,modlpr.ado,ado
mog,mog,mog.ado,ado
mol,mol,mol.ado,ado
moments,moments,moments.ado,ado
moments2,moments2,moments2.ado,ado
monotone_mean,wald_mse,monotone_mean.ado,ado
moranplot,moranplot,moranplot.ado,ado
moransi,moransi,moransi.ado,ado
moreobs,moreobs,moreobs.ado,ado
moss,moss,moss.ado,ado
motivate,motivate,motivate.ado,ado
motivatedolly,motivatedolly,motivatedolly.ado,ado
movavg,movavg,movavg.ado,ado
movestay,movestay,movestay.ado,ado
movestay_d2,movestay,movestay_d2.ado,ado
movestay_p,movestay,movestay_p.ado,ado
mpi,mpi,mpi.ado,ado
mpitb,mpitb,mpitb.ado,ado
mplotoffset,mplotoffset,mplotoffset.ado,ado
mpovline,mpovline,mpovline.ado,ado
mpr,mpr,mpr.ado,ado
mqgamma,mqgamma,mqgamma.ado,ado
mqgamma_p,mqgamma,mqgamma_p.ado,ado
mrc,scheme-mrc,scheme-mrc.scheme,scheme
mrdum,mrdum,mrdum.ado,ado
mregress,mm_regress,mregress.ado,ado
mrgraph,mrtab,mrgraph.ado,ado
mrobust,mrobust,mrobust.ado,ado
mrprjlik,mrprobit,mrprjlik.ado,ado
mrprlik,mrprobit,mrprlik.ado,ado
mrprobit,mrprobit,mrprobit.ado,ado
mrsprep,mrsprep,mrsprep.ado,ado
mrsprep_example,mrsprep,mrsprep_example.ado,ado
mrtab,mrtab,mrtab.ado,ado
ms_add_comma,ftools,ms_add_comma.ado,ado
ms_compile_mata,ftools,ms_compile_mata.ado,ado
ms_expand_varlist,ftools,ms_expand_varlist.ado,ado
ms_fvstrip,ftools,ms_fvstrip.ado,ado
ms_fvunab,ftools,ms_fvunab.ado,ado
ms_get_version,ftools,ms_get_version.ado,ado
ms_parse_absvars,ftools,ms_parse_absvars.ado,ado
ms_parse_varlist,ftools,ms_parse_varlist.ado,ado
ms_parse_vce,ftools,ms_parse_vce.ado,ado
msaj,multistate,msaj.ado,ado
msboxes,multistate,msboxes.ado,ado
msboxes_examples,multistate,msboxes_examples.ado,ado
mscatter,mscatter,mscatter.ado,ado
msdeco,msdeco,msdeco.ado,ado
msdecode,sdecode,msdecode.ado,ado
msdirb,msdirb,msdirb.ado,ado
msdthaz,dthaz,msdthaz.ado,ado
mseffect,mseffect,mseffect.ado,ado
msp,msp,msp.ado,ado
msplot,msplot,msplot.ado,ado
msq2ftsq,cm2in,msq2ftsq.ado,ado
msregress,mm_regress,msregress.ado,ado
mss,mss,mss.ado,ado
msset,multistate,msset.ado,ado
mstat,m_stats,mstat.ado,ado
mstbayes,eefanalytics,mstbayes.ado,ado
mstdize,mstdize,mstdize.ado,ado
mstdize6,mstdize,mstdize6.ado,ado
mstdizem,matodd,mstdizem.ado,ado
mstfreq,eefanalytics,mstfreq.ado,ado
mstore,mstore,mstore.ado,ado
msub,egenmore,_gmsub.ado,ado
msum,mtab,msum.ado,ado
mtab1,mtab,mtab1.ado,ado
mtab2,mtab,mtab2.ado,ado
mtad,mtad,mtad.ado,ado
mtebinary,mtebinary,mtebinary.ado,ado
mtefe,mtefe,mtefe.ado,ado
mtefe_gendata,mtefe,mtefe_gendata.ado,ado
mtefe_movestay_lf2,mtefe,mtefe_movestay_lf2.ado,ado
mtefe_secondstage,mtefe,mtefe_secondstage.ado,ado
mtefeplot,mtefe,mtefeplot.ado,ado
mtemore,mtemore,mtemore.ado,ado
mtest,m_stats,mtest.ado,ado
mtpi,mtpi,mtpi.ado,ado
mtreatreg,mtreatreg,mtreatreg.ado,ado
mtreatreg_gamma_lf,mtreatreg,mtreatreg_gamma_lf.ado,ado
mtreatreg_gamma_p,mtreatreg,mtreatreg_gamma_p.ado,ado
mtreatreg_logit_lf,mtreatreg,mtreatreg_logit_lf.ado,ado
mtreatreg_logit_p,mtreatreg,mtreatreg_logit_p.ado,ado
mtreatreg_mmlogit_lf,mtreatreg,mtreatreg_mmlogit_lf.ado,ado
mtreatreg_negbin1_lf,mtreatreg,mtreatreg_negbin1_lf.ado,ado
mtreatreg_negbin1_p,mtreatreg,mtreatreg_negbin1_p.ado,ado
mtreatreg_negbin2_lf,mtreatreg,mtreatreg_negbin2_lf.ado,ado
mtreatreg_negbin2_p,mtreatreg,mtreatreg_negbin2_p.ado,ado
mtreatreg_normal_lf,mtreatreg,mtreatreg_normal_lf.ado,ado
mtreatreg_normal_p,mtreatreg,mtreatreg_normal_p.ado,ado
mulogit,mulogit,mulogit.ado,ado
multencode,multencode,multencode.ado,ado
multibar,multibar,multibar.ado,ado
multicoefplot,multicoefplot,multicoefplot.ado,ado
multidensity,multidensity,multidensity.ado,ado
multidot,multidot,multidot.ado,ado
multif,multif,multif.ado,ado
multiline,multiline,multiline.ado,ado
multimport,multimport,multimport.ado,ado
multin,groupcl,multin.ado,ado
multin2_ll,groupcl,multin2_ll.ado,ado
multin_ll,groupcl,multin_ll.ado,ado
multipurt,multipurt,multipurt.ado,ado
multishell,multishell,multishell.ado,ado
multivrs,multivrs,multivrs.ado,ado
multivrs_calc_summary_stats,multivrs,multivrs_calc_summary_stats.ado,ado
multivrs_dependencies,multivrs,multivrs_dependencies.ado,ado
multivrs_display_results,multivrs,multivrs_display_results.ado,ado
multivrs_estimate,multivrs,multivrs_estimate.ado,ado
multivrs_marginsplot,multivrs,multivrs_marginsplot.ado,ado
multivrs_parse_est_options,multivrs,multivrs_parse_est_options.ado,ado
multivrs_parse_models,multivrs,multivrs_parse_models.ado,ado
multivrs_parse_multivrs_options,multivrs,multivrs_parse_multivrs_options.ado,ado
multivrs_parse_varlist,multivrs,multivrs_parse_varlist.ado,ado
multivrs_plot,multivrs,multivrs_plot.ado,ado
multproc,smileplot,multproc.ado,ado
mundlak,mundlak,mundlak.ado,ado
muxplot,muxplot,muxplot.ado,ado
muxyplot,muxyplot,muxyplot.ado,ado
mvcorr,mvcorr,mvcorr.ado,ado
mvdcmp,mvdcmp,mvdcmp.ado,ado
mvdcmpgroup,mvdcmp,mvdcmpgroup.ado,ado
mvdom,domin,mvdom.ado,ado
mvfiles,mvfiles,mvfiles.ado,ado
mvis,mice,mvis.ado,ado
mvmeta,mvmeta,mvmeta.ado,ado
mvmeta_bscov_correlation,mvmeta,mvmeta_bscov_correlation.ado,ado
mvmeta_bscov_equals,mvmeta,mvmeta_bscov_equals.ado,ado
mvmeta_bscov_exchangeable,mvmeta,mvmeta_bscov_exchangeable.ado,ado
mvmeta_bscov_proportional,mvmeta,mvmeta_bscov_proportional.ado,ado
mvmeta_bscov_unstructured,mvmeta,mvmeta_bscov_unstructured.ado,ado
mvmeta_lmata,mvmeta,mvmeta_lmata.ado,ado
mvmeta_make,mvmeta,mvmeta_make.ado,ado
mvmeta_mufromsigma,mvmeta,mvmeta_mufromsigma.ado,ado
mvnormalden,mvtnorm,mvnormalden.ado,ado
mvport,mvport,mvport.ado,ado
mvppred,mvprobit,mvppred.ado,ado
mvprob_ll,mvprobit,mvprob_ll.ado,ado
mvprobit,mvprobit,mvprobit.ado,ado
mvsamp1i,mvsamp1i,mvsamp1i.ado,ado
mvsampsi,mvsampsi,mvsampsi.ado,ado
mvsktest,mvsktest,mvsktest.ado,ado
mvsumm,mvsumm,mvsumm.ado,ado
mvsumm7,mvsumm,mvsumm7.ado,ado
mvt,mvtnorm,mvt.ado,ado
mvtden,mvtnorm,mvtden.ado,ado
mvtest,mvtest,mvtest.ado,ado
mvtobit,mvtobit,mvtobit.ado,ado
mvtobit_2ll,mvtobit,mvtobit_2ll.ado,ado
mvtobit_ll,mvtobit,mvtobit_ll.ado,ado
myaxis,myaxis,myaxis.ado,ado
mybspline,testjfe,mybspline.ado,ado
mycd10,mycd10,mycd10.ado,ado
mycd10_ff,mycd10,mycd10_ff.ado,ado
mycd10p,mycd10,mycd10p.ado,ado
mycolors,mycolours,mycolors.ado,ado
mycolours,mycolours,mycolours.ado,ado
mydatelabels,mydatelabels,mydatelabels.ado,ado
mydays,mylabels,mydays.ado,ado
mygmm2s,itsp_ado,mygmm2s.ado,ado
mygmmcue,itsp_ado,mygmmcue.ado,ado
myicd10,mycd10,myicd10.ado,ado
myicd10p,mycd10,myicd10p.ado,ado
mylabels,mylabels,mylabels.ado,ado
mynormal,itsp_ado,mynormal.ado,ado
mynormal1,mmsel,mynormal1.ado,ado
mynormal_lf,itsp_ado,mynormal_lf.ado,ado
mynormal_lf_d0,itsp_ado,mynormal_lf_d0.ado,ado
mynormal_lf_d0_c1,itsp_ado,mynormal_lf_d0_c1.ado,ado
mypkg,mypkg,mypkg.ado,ado
mypoislf,poisml,mypoislf.ado,ado
myregress,itsp_ado,myregress.ado,ado
myticks,mylabels,myticks.ado,ado
nacorr,egenmisc,_gnacorr.ado,ado
nacov,egenmisc,_gnacov.ado,ado
namean,egenmisc,_gnamean.ado,ado
nargs,subsim_1,nargs.ado,ado
nasd,egenmisc,_gnasd.ado,ado
nasum,egenmisc,_gnasum.ado,ado
navar,egenmisc,_gnavar.ado,ado
nb_adjust,nb_adjust,nb_adjust.ado,ado
nbercycles,nbercycles,nbercycles.ado,ado
nbfit,nbfit,nbfit.ado,ado
nbin0lf,trnbin0,nbin0lf.ado,ado
nbinlf,nbinreg,nbinlf.ado,ado
nbinreg,nbinreg,nbinreg.ado,ado
nbstrat,nbstrat,nbstrat.ado,ado
ncf,ncf,ncf.ado,ado
ncfinv,ncf,ncfinv.ado,ado
ncfn,ncf,ncfn.ado,ado
ncfncp,ncf,ncfncp.ado,ado
ncfprob,ncf,ncfprob.ado,ado
nct,nct,nct.ado,ado
nct2,nct,nct2.ado,ado
nct2inv,nct,nct2inv.ado,ado
nctinv,nct,nctinv.ado,ado
nctn,nct,nctn.ado,ado
nctncp,nct,nctncp.ado,ado
nctprob,nct,nctprob.ado,ado
ncyear,egenmore,_gncyear.ado,ado
ndbci,ndbci,ndbci.ado,ado
ndsub,sadi,ndsub.ado,ado
nearest,nearest,nearest.ado,ado
nearmrg,nearmrg,nearmrg.ado,ado
nearstat,nearstat,nearstat.ado,ado
nehtests,nehurdle,nehtests.ado,ado
nehurdle,nehurdle,nehurdle.ado,ado
nehurdle_heckman,nehurdle,nehurdle_heckman.ado,ado
nehurdle_heckman_het,nehurdle,nehurdle_heckman_het.ado,ado
nehurdle_p,nehurdle,nehurdle_p.ado,ado
nehurdle_tobit,nehurdle,nehurdle_tobit.ado,ado
nehurdle_trunc,nehurdle,nehurdle_trunc.ado,ado
nehurdle_trunc_het,nehurdle,nehurdle_trunc_het.ado,ado
neigh,spautoc,neigh.ado,ado
neigh5,spautoc,neigh5.ado,ado
neoclassical,neoclassical,neoclassical.ado,ado
neon,schemepack,scheme-neon.scheme,scheme
netplot,netplot,netplot.ado,ado
netreg,netreg,netreg.ado,ado
network,network,network.ado,ado
network_components,network,network_components.ado,ado
network_convert,network,network_convert.ado,ado
network_forest,network,network_forest.ado,ado
network_import,network,network_import.ado,ado
network_map,network,network_map.ado,ado
network_meta,network,network_meta.ado,ado
network_pattern,network,network_pattern.ado,ado
network_query,network,network_query.ado,ado
network_rank,network,network_rank.ado,ado
network_setup,network,network_setup.ado,ado
network_sidesplit,network,network_sidesplit.ado,ado
network_table,network,network_table.ado,ado
network_unset,network,network_unset.ado,ado
newey2,newey2,newey2.ado,ado
newey2_p,newey2,newey2_p.ado,ado
neweydmexog,newey2,neweydmexog.ado,ado
neweyvif,newey2,neweyvif.ado,ado
newsimpact,newsimpact,newsimpact.ado,ado
next,next,next.ado,ado
nextcpkgdlg,installpkg,nextcpkgdlg.ado,ado
ngram,ngram,ngram.ado,ado
ngram_core,ngram,ngram_core.ado,ado
ngram_example,ngram,ngram_example.ado,ado
nharvey,nharvey,nharvey.ado,ado
nicedates,nicedates,nicedates.ado,ado
niceest,niceest,niceest.ado,ado
nicelabels,nicelabels,nicelabels.ado,ado
niceloglabels,niceloglabels,niceloglabels.ado,ado
nicewords,nicewords,nicewords.ado,ado
nl_choi_support_interval,choi_lr_test,nl_choi_support_interval.ado,ado
nlabel,fsum,nlabel.ado,ado
nlces,itsp_ado,nlces.ado,ado
nlcheck,nlcheck,nlcheck.ado,ado
nlcorr,nlcorr,nlcorr.ado,ado
nldrm_constant,drm,nldrm_constant.ado,ado
nldrm_rowcol,drm,nldrm_rowcol.ado,ado
nlgmmcovearn,gmmcovearn,nlgmmcovearn.ado,ado
nligeset,igeset,nligeset.ado,ado
nligesetci,igesetci,nligesetci.ado,ado
nlsur__quaidsce,quaidsce,nlsur__quaidsce.ado,ado
nmiss,egenmore,_gnmiss.ado,ado
nmissing,nmissing,nmissing.ado,ado
nneighbor,itsp_ado,nneighbor.ado,ado
nnest,nnest,nnest.ado,ado
nnipolate,nnipolate,nnipolate.ado,ado
nnmatch,nnmatch,nnmatch.ado,ado
noccur,egenmore,_gnoccur.ado,ado
nonparmde,nonparmde,nonparmde.ado,ado
nopomatch,nopomatch,nopomatch.ado,ado
norm,norm,norm.ado,ado
normalbvr,normalbvr,normalbvr.ado,ado
normalizepath,normalizepath,normalizepath.ado,ado
normalreg_lf,fmm,normalreg_lf.ado,ado
normalrir,normalrir,normalrir.ado,ado
normtest,normtest,normtest.ado,ado
npeivreg,npeivreg,npeivreg.ado,ado
npinfo,npinfo,npinfo.ado,ado
npiv,npiv,npiv.ado,ado
npivcv,npiv,npivcv.ado,ado
npresent,nmissing,npresent.ado,ado
nproc,nproc,nproc.ado,ado
npseries,npseries,npseries.ado,ado
npss,npss,npss.ado,ado
npsynth,npsynth,npsynth.ado,ado
nredound,regxfe,nredound.ado,ado
nrow,nrow,nrow.ado,ado
nruns,nruns,nruns.ado,ado
nrunsi,nruns,nrunsi.ado,ado
nscale,nscale,nscale.ado,ado
nspells,sadi,nspells.ado,ado
nsplit,nsplit,nsplit.ado,ado
nss,egenmore,_gnss.ado,ado
nstage,nstage,nstage.ado,ado
nstagebin,nstagebin,nstagebin.ado,ado
nstagebinopt,nstagebinopt,nstagebinopt.ado,ado
nstagemenu,nstage,nstagemenu.ado,ado
ntos,egenmore,_gntos.ado,ado
ntreatreg,ntreatreg,ntreatreg.ado,ado
nuamodes,silvermtest,nuamodes.ado,ado
num2base26,num2base26,num2base26.ado,ado
num2words,num2words,num2words.ado,ado
numdate,numdate,numdate.ado,ado
numids,spautoc,numids.ado,ado
numids5,spautoc,numids5.ado,ado
numodes,silvermtest,numodes.ado,ado
nvals,egenmore,_gnvals.ado,ado
nvars,nvars,nvars.ado,ado
nwANND,nwannd,nwANND.ado,ado
nwStrengthcent,nwstrengthcent,nwStrengthcent.ado,ado
nw_fromlist,nw_fromlist,nw_fromlist.ado,ado
nw_projection,nw_projection,nw_projection.ado,ado
nw_wcc,nw_wcc,nw_wcc.ado,ado
nwassortativity,nwassortativity,nwassortativity.ado,ado
nwcluster,nwcluster,nwcluster.ado,ado
nwdisparity,nwdisparity,nwdisparity.ado,ado
nwind,nwind,nwind.ado,ado
nwords,egenmore,_gnwords.ado,ado
nwreciprocity,nwreciprocity,nwreciprocity.ado,ado
nwspgr,rcl,nwspgr.ado,ado
nyblomstar3,gcrobustvar,nyblomstar3.ado,ado
nysiis,nysiis,nysiis.ado,ado
nytimes,nytimes,nytimes.ado,ado
oaxaca,oaxaca,oaxaca.ado,ado
oaxaca2,oaxaca8,oaxaca2.ado,ado
oaxaca8,oaxaca8,oaxaca8.ado,ado
oaxaca9,oaxaca9,oaxaca9.ado,ado
oaxaca_rif,rif,oaxaca_rif.ado,ado
oaxaca_rif_old,rif,oaxaca_rif_old.ado,ado
obsdiff,obsdiff,obsdiff.ado,ado
obsofint,obsofint,obsofint.ado,ado
obsofint_ex,obsofint,obsofint_ex.ado,ado
ocmt,ocmt,ocmt.ado,ado
ocratio,ocratio,ocratio.ado,ado
ocrpred,ocratio,ocrpred.ado,ado
oddsrisk,oddsrisk,oddsrisk.ado,ado
odi,odi,odi.ado,ado
odk2doc,odkexport,odk2doc.ado,ado
odk2xls,odkexport,odk2xls.ado,ado
odkmeta,odkmeta,odkmeta.ado,ado
odksplit,odksplit,odksplit.ado,ado
oeratio,oeratio,oeratio.ado,ado
oesch,oesch,oesch.ado,ado
ofrtplot,modeldiag,ofrtplot.ado,ado
ofrtplot7,modeldiag,ofrtplot7.ado,ado
oglm,oglm,oglm.ado,ado
oglm9,oglm9,oglm9.ado,ado
oglm9_ll,oglm9,oglm9_ll.ado,ado
oglm9_p,oglm9,oglm9_p.ado,ado
oglm_ll,oglm,oglm_ll.ado,ado
oglm_p,oglm,oglm_p.ado,ado
oglm_svy_check,oglm,oglm_svy_check.ado,ado
oib_lf,zoib,oib_lf.ado,ado
oma,sadi,oma.ado,ado
omav,sadi,omav.ado,ado
omegacoef,omegacoef,omegacoef.ado,ado
omninorm,omninorm,omninorm.ado,ado
omninorm7,omninorm,omninorm7.ado,ado
omodel,omodel,omodel.ado,ado
oneclick,oneclick,oneclick.ado,ado
onespell,onespell,onespell.ado,ado
onetext,onetext,onetext.ado,ado
onewai,matrixtools,onewai.ado,ado
onewayplot,onewayplot,onewayplot.ado,ado
onewplot,onewplot,onewplot.ado,ado
oparallel,oparallel,oparallel.ado,ado
oparallel_ex,oparallel,oparallel_ex.ado,ado
opchar_curtailed,singlearm,opchar_curtailed.ado,ado
opchar_fixed,singlearm,opchar_fixed.ado,ado
opchar_gs,singlearm,opchar_gs.ado,ado
openall,openall,openall.ado,ado
opencagegeo,opencagegeo,opencagegeo.ado,ado
opencagegeoi,opencagegeo,opencagegeoi.ado,ado
opendir,fileutils,opendir.ado,ado
oplabdata,oplabdata,oplabdata.ado,ado
oppincidence,ceq,oppincidence.ado,ado
opplot,opplot,opplot.ado,ado
oprobpr,oprobpr,oprobpr.ado,ado
oprobpr7,oprobpr,oprobpr7.ado,ado
optaspect,optaspect,optaspect.ado,ado
optifact,optifact,optifact.ado,ado
ordcatsampsi,ordcatsampsi,ordcatsampsi.ado,ado
ordplot,ordplot,ordplot.ado,ado
ordvar,ordvar,ordvar.ado,ado
orse,orse,orse.ado,ado
orth_out,orth_out,orth_out.ado,ado
orthog,orthog,orthog.ado,ado
osgen,osgen,osgen.ado,ado
osort,osort,osort.ado,ado
outdat,outdat,outdat.ado,ado
outdat_limdep,outdat,outdat_limdep.ado,ado
outdat_rats,outdat,outdat_rats.ado,ado
outdat_spss,outdat,outdat_spss.ado,ado
outdat_sql,outdat,outdat_sql.ado,ado
outdat_stata,outdat,outdat_stata.ado,ado
outdetect,outdetect,outdetect.ado,ado
outdisp,icalc,outdisp.ado,ado
outfix,outfix,outfix.ado,ado
outfix2,outfix2,outfix2.ado,ado
outfixt,outfixt,outfixt.ado,ado
outputst,stcmd,outputst.ado,ado
outputstold,stcmd,outputstold.ado,ado
outreg,outreg,outreg.ado,ado
outreg2,outreg2,outreg2.ado,ado
outreg2_prf,outreg2,outreg2_prf.ado,ado
outreg5,outreg5,outreg5.ado,ado
outseries,outseries,outseries.ado,ado
outshee2,desmat,outshee2.ado,ado
outside,egenmore,_goutside.ado,ado
outsum,outsum,outsum.ado,ado
outtable,outtable,outtable.ado,ado
outtable7,outtable,outtable7.ado,ado
outtex,outtex,outtex.ado,ado
outtex6,outtex,outtex6.ado,ado
outwrite,outwrite,outwrite.ado,ado
ovbd,ovbd,ovbd.ado,ado
overdisp,overdisp,overdisp.ado,ado
overfit,overfit,overfit.ado,ado
overid,overid,overid.ado,ado
overid9,overid,overid9.ado,ado
overlay,overlay,overlay.ado,ado
ovfplot,modeldiag,ovfplot.ado,ado
ovfplot7,modeldiag,ovfplot7.ado,ado
ovport,mvport,ovport.ado,ado
p2ci,p2ci,p2ci.ado,ado
pac2,panelauto,pac2.ado,ado
pagetrend,pagetrend,pagetrend.ado,ado
pair,lowyseattleb,pair.ado,ado
pairdata,pairdata,pairdata.ado,ado
pairplot,pairplot,pairplot.ado,ado
pajek2stata,pajek2stata,pajek2stata.ado,ado
palette_all,palette_all,palette_all.ado,ado
pam,pam,pam.ado,ado
panell,panell,panell.ado,ado
panels,panels,panels.ado,ado
panelthin,panelthin,panelthin.ado,ado
panelview,panelview,panelview.ado,ado
pantest2,pantest2,pantest2.ado,ado
paragr,paragr,paragr.ado,ado
parallel,parallel,parallel.ado,ado
parallel_append,parallel,parallel_append.ado,ado
parallel_bs,parallel,parallel_bs.ado,ado
parallel_sim,parallel,parallel_sim.ado,ado
paramed,paramed,paramed.ado,ado
paramedbs,paramed,paramedbs.ado,ado
paran,paran,paran.ado,ado
paretofit,paretofit,paretofit.ado,ado
paretofit_ll,paretofit,paretofit_ll.ado,ado
pariv,pariv,pariv.ado,ado
parmby,parmest,parmby.ado,ado
parmcip,parmest,parmcip.ado,ado
parmest,parmest,parmest.ado,ado
parmhet,parmhet,parmhet.ado,ado
parmiv,parmhet,parmiv.ado,ado
parmparse,parmparse,parmparse.ado,ado
parplot,parplot,parplot.ado,ado
parsefilename,smcl2do,parsefilename.ado,ado
parseloc,parseloc,parseloc.ado,ado
parseuas,parseuas,parseuas.ado,ado
partchart,partchart,partchart.ado,ado
partgam,partgam,partgam.ado,ado
partpred,partpred,partpred.ado,ado
partpred_examples,partpred,partpred_examples.ado,ado
parttau,parttau,parttau.ado,ado
pascal,pascal,pascal.ado,ado
path,path,path.ado,ado
pathdiag,icalc,pathdiag.ado,ado
pathdiagfull,icalc,pathdiagfull.ado,ado
pathmaker,pathmaker,pathmaker.ado,ado
pathof,pathof,pathof.ado,ado
pathutil,pathutil,pathutil.ado,ado
paverage,paverage,paverage.ado,ado
payper,payper,payper.ado,ado
pbeta,pbeta,pbeta.ado,ado
pbeta4,pbeta,pbeta4.ado,ado
pbpoint,pbreg,pbpoint.ado,ado
pbpredict,pbreg,pbpredict.ado,ado
pbreg,pbreg,pbreg.ado,ado
pc,_gprop-_gpc,_gpc.ado,ado
pc_dd_analytic,pcpanel,pc_dd_analytic.ado,ado
pc_dd_covar,pcpanel,pc_dd_covar.ado,ado
pc_simulate,pcpanel,pc_simulate.ado,ado
pca2,pca2,pca2.ado,ado
pcacoefsave,pcacoefsave,pcacoefsave.ado,ado
pcdid,pcdid,pcdid.ado,ado
pcdsearch,pcdsearch,pcdsearch.ado,ado
pchipolate,pchipolate,pchipolate.ado,ado
pciplot,pciplot,pciplot.ado,ado
pcm,raschpower,pcm.ado,ado
pcm000101_lf,cureregr8,pcm000101_lf.ado,ado
pcm000102_lf,cureregr8,pcm000102_lf.ado,ado
pcm000103_lf,cureregr8,pcm000103_lf.ado,ado
pcm000201_lf,cureregr8,pcm000201_lf.ado,ado
pcm000202_lf,cureregr8,pcm000202_lf.ado,ado
pcm000203_lf,cureregr8,pcm000203_lf.ado,ado
pcm000301_lf,cureregr8,pcm000301_lf.ado,ado
pcm000302_lf,cureregr8,pcm000302_lf.ado,ado
pcm000303_lf,cureregr8,pcm000303_lf.ado,ado
pcm000401_lf,cureregr8,pcm000401_lf.ado,ado
pcm000402_lf,cureregr8,pcm000402_lf.ado,ado
pcm000403_lf,cureregr8,pcm000403_lf.ado,ado
pcm000501_lf,cureregr8,pcm000501_lf.ado,ado
pcm000502_lf,cureregr8,pcm000502_lf.ado,ado
pcm000503_lf,cureregr8,pcm000503_lf.ado,ado
pcm010101_lf,cureregr8,pcm010101_lf.ado,ado
pcm010102_lf,cureregr8,pcm010102_lf.ado,ado
pcm010103_lf,cureregr8,pcm010103_lf.ado,ado
pcm010201_lf,cureregr8,pcm010201_lf.ado,ado
pcm010202_lf,cureregr8,pcm010202_lf.ado,ado
pcm010203_lf,cureregr8,pcm010203_lf.ado,ado
pcm010301_lf,cureregr8,pcm010301_lf.ado,ado
pcm010302_lf,cureregr8,pcm010302_lf.ado,ado
pcm010303_lf,cureregr8,pcm010303_lf.ado,ado
pcm010401_lf,cureregr8,pcm010401_lf.ado,ado
pcm010402_lf,cureregr8,pcm010402_lf.ado,ado
pcm010403_lf,cureregr8,pcm010403_lf.ado,ado
pcm010501_lf,cureregr8,pcm010501_lf.ado,ado
pcm010502_lf,cureregr8,pcm010502_lf.ado,ado
pcm010503_lf,cureregr8,pcm010503_lf.ado,ado
pcmdif,pcmdif,pcmdif.ado,ado
pcmodel,pcmodel,pcmodel.ado,ado
pcmtest,pcmtest,pcmtest.ado,ado
pcontract,pcontract,pcontract.ado,ado
pcorr2,pcorr2,pcorr2.ado,ado
pcorrmat,pcorrmat,pcorrmat.ado,ado
pct9010,itsp_ado,_gpct9010.ado,ado
pctrange,itsp_ado,_gpctrange.ado,ado
pctrim,pctrim,pctrim.ado,ado
pdagum,qpfit,pdagum.ado,ado
pdc,pdc,pdc.ado,ado
pdd,pcdid,pdd.ado,ado
pddami,midas,pddami.ado,ado
pdfplot,pdfplot,pdfplot.ado,ado
pdi,pdi,pdi.ado,ado
pdi_outcome,pdi,pdi_outcome.ado,ado
pdplot,pdplot,pdplot.ado,ado
pdslasso,pdslasso,pdslasso.ado,ado
peerreview,peerreview,peerreview.ado,ado
peers,_peers,_gpeers.ado,ado
